wid,rid,mid,date,comment,bill
900,1361,96,2024-08-19,"cleaned and adjusted, should be fine now",150.59
901,1362,140,2024-11-19,"cleaned and adjusted, should be fine now",118.11
902,1363,247,2020-01-06,"electrical issue fixed, tested all circuits",557.77
903,1364,137,2020-06-21,"fixed the issue, test drove it",475.3
904,1365,237,2024-04-30,"filter and fluid change, should last a while",688.71
905,1366,106,2025-01-11,"minor fix, just needed an adjustment",152.9
906,1367,142,2022-06-14,topped off fluids and tightened everything,615.98
907,1368,34,2025-09-06,topped off fluids and tightened everything,573.94
908,1370,55,2021-02-06,swapped out the old one for a new unit,178.11
909,1371,2,2021-09-15,topped off fluids and tightened everything,584.49
910,1372,92,2022-05-08,"replaced worn components, all good",798.68
911,1377,110,2020-06-02,"cleaned and adjusted, should be fine now",538.25
912,1378,9,2024-07-11,"full replacement done, runs smooth",335.69
913,1379,247,2021-10-24,"replaced the part, good to go",712.77
914,1385,139,2025-10-18,swapped out the old one for a new unit,98.24
915,1386,51,2020-07-26,flushed the system and refilled,733.46
916,1387,52,2025-11-06,"minor fix, just needed an adjustment",653.81
917,1388,70,2024-03-09,"welded the crack, structurally sound now",799.74
918,1389,23,2023-03-10,"minor fix, just needed an adjustment",534.81
919,1390,220,2025-03-17,"full replacement done, runs smooth",297.4
920,1392,39,2024-04-05,"cleaned and adjusted, should be fine now",116.72
921,1393,223,2024-03-12,"realigned and balanced, drives straight now",207.16
922,1394,142,2025-07-15,"fixed the issue, test drove it",392.23
923,1396,181,2024-02-05,topped off fluids and tightened everything,458.31
924,1398,185,2024-12-05,"electrical issue fixed, tested all circuits",316.61
925,1400,160,2023-09-26,"fixed the issue, test drove it",89.45
926,1402,105,2022-09-29,"patched it up, recommend replacing soon",474.02
927,1403,236,2024-04-04,"realigned and balanced, drives straight now",788.27
928,1405,141,2023-03-17,flushed the system and refilled,575.06
929,1406,146,2021-03-13,topped off fluids and tightened everything,154.36
930,1407,159,2024-03-18,"diagnosed and repaired, no further issues",469.7
931,1408,50,2020-04-21,"fixed the issue, test drove it",186.64
932,1409,218,2020-05-14,swapped out the old one for a new unit,729.93
933,1410,100,2025-07-29,"replaced worn components, all good",409.82
934,1411,125,2025-11-07,"diagnosed and repaired, no further issues",356.44
935,1412,126,2024-04-02,"diagnosed and repaired, no further issues",308.73
936,1413,53,2022-04-13,"electrical issue fixed, tested all circuits",458.22
937,1414,18,2022-06-22,"filter and fluid change, should last a while",626.06
938,1416,22,2023-07-12,topped off fluids and tightened everything,798.78
939,1417,18,2022-07-23,"patched it up, recommend replacing soon",195.55
940,1419,208,2023-01-24,"replaced the part, good to go",768.95
941,1421,167,2025-11-15,"electrical issue fixed, tested all circuits",255.78
942,1422,110,2023-10-23,"diagnosed and repaired, no further issues",687.6
943,1424,49,2022-10-23,"replaced worn components, all good",495.37
944,1425,173,2023-04-02,"diagnosed and repaired, no further issues",683.38
945,1426,29,2025-04-06,"filter and fluid change, should last a while",46.37
946,1427,24,2020-11-19,"fixed the issue, test drove it",198.56
947,1428,27,2022-12-15,topped off fluids and tightened everything,432.41
948,1429,0,2025-09-11,topped off fluids and tightened everything,167.16
949,1430,50,2024-08-23,topped off fluids and tightened everything,412.03
950,1431,40,2021-04-27,"fixed the issue, test drove it",227.7
951,1433,149,2023-02-11,"replaced the part, good to go",92.45
952,1434,221,2024-04-23,"minor fix, just needed an adjustment",761.84
953,1435,24,2023-09-10,"welded the crack, structurally sound now",322.97
954,1436,209,2023-08-29,"filter and fluid change, should last a while",218.82
955,1437,117,2023-06-05,"replaced worn components, all good",39.37
956,1438,214,2022-12-09,"electrical issue fixed, tested all circuits",535.47
957,1439,146,2024-05-29,"patched it up, recommend replacing soon",785.46
958,1443,123,2021-09-19,"minor fix, just needed an adjustment",537.65
959,1445,6,2022-10-21,"diagnosed and repaired, no further issues",500.15
960,1446,146,2024-04-24,"diagnosed and repaired, no further issues",541.39
961,1450,99,2023-06-05,"cleaned and adjusted, should be fine now",782.8
962,1451,149,2022-05-25,"full replacement done, runs smooth",116.58
963,1452,205,2022-12-10,"electrical issue fixed, tested all circuits",175.1
964,1453,46,2020-10-18,topped off fluids and tightened everything,198.38
965,1454,44,2021-02-28,"patched it up, recommend replacing soon",419.41
966,1455,99,2020-12-26,"replaced worn components, all good",365.09
967,1456,40,2021-05-03,topped off fluids and tightened everything,731.16
968,1457,158,2023-06-29,"fixed the issue, test drove it",540.04
969,1459,192,2023-02-09,"patched it up, recommend replacing soon",305.48
970,1460,174,2021-02-20,"replaced worn components, all good",176.49
971,1461,196,2022-06-04,"diagnosed and repaired, no further issues",386.85
972,1466,30,2022-05-30,flushed the system and refilled,285.12
973,1468,173,2022-10-17,"fixed the issue, test drove it",670.99
974,1469,119,2023-04-08,"diagnosed and repaired, no further issues",184.34
975,1470,206,2020-10-19,"realigned and balanced, drives straight now",673.44
976,1471,105,2021-11-18,"filter and fluid change, should last a while",773.97
977,1472,108,2020-10-02,"patched it up, recommend replacing soon",339.88
978,1473,141,2025-07-06,"minor fix, just needed an adjustment",697.3
979,1474,175,2020-06-05,"full replacement done, runs smooth",609.6
980,1475,8,2024-08-04,"electrical issue fixed, tested all circuits",430.9
981,1476,172,2021-01-31,"diagnosed and repaired, no further issues",180.36
982,1478,88,2023-03-04,"full replacement done, runs smooth",789.39
983,1479,122,2025-03-28,"filter and fluid change, should last a while",658.84
984,1480,212,2025-11-04,topped off fluids and tightened everything,667.69
985,1481,242,2025-10-28,"welded the crack, structurally sound now",175.77
986,1482,218,2022-10-12,topped off fluids and tightened everything,235.44
987,1483,127,2025-02-10,"cleaned and adjusted, should be fine now",321.58
988,1484,38,2020-10-28,"full replacement done, runs smooth",675.73
989,1485,168,2025-05-28,"welded the crack, structurally sound now",646.49
990,1487,223,2025-12-06,"replaced worn components, all good",330.12
991,1488,223,2021-03-24,topped off fluids and tightened everything,594.9
992,1489,132,2023-02-19,flushed the system and refilled,599.6
993,1490,98,2021-01-24,topped off fluids and tightened everything,659.93
994,1492,162,2023-02-22,"diagnosed and repaired, no further issues",602.05
995,1494,89,2023-11-08,"filter and fluid change, should last a while",511.98
996,1495,188,2021-03-25,topped off fluids and tightened everything,686.59
997,1497,232,2020-01-10,"filter and fluid change, should last a while",272.78
998,1498,9,2022-01-18,flushed the system and refilled,125.52
999,1499,6,2022-06-09,"patched it up, recommend replacing soon",212.04
